CustomerID,CustomerName,Gender,Age,Segment,City,State,Country,JoinDate,Email,Phone
49,Madhavi Tella,Female,50,Retail,Pune,Maharashtra,India,2023-02-20,madhavi49@gmail.com,7190659401
50,Lipika Baria,Female,52,Retail,Chennai,Tamil Nadu,India,2025-01-13,lipika50@gmail.com,7874296717
51,Damini Dyal,Female,68,Retail,Ahmedabad,Gujarat,India,2021-05-08,damini51@gmail.com,7468071545
52,Vedhika Sachdev,Female,24,Retail,Chennai,Tamil Nadu,India,2019-01-03,vedhika52@gmail.com,8597703482
53,Amrita Khatri,Female,45,Retail,Noida,Uttar Pradesh,India,2024-08-01,amrita53@gmail.com,4808613171
54,Sarthak Subramanian,Male,21,Retail,Nagpur,Maharashtra,India,2022-07-25,sarthak54@gmail.com,7826398214
55,Aadhya Mandal,Female,33,Retail,Nagpur,Maharashtra,India,2024-09-20,aadhya55@gmail.com,9972787558
56,Ijaya Khare,Female,45,Retail,Bengaluru,Karnataka,India,2023-05-30,ijaya56@gmail.com,3605766270
57,Daksha Sarraf,Female,22,Retail,Ahmedabad,Gujarat,India,2019-05-24,daksha57@gmail.com,0262174596
58,Nathan Sura,Male,59,Online,Mumbai,Maharashtra,India,2025-12-19,nathan58@gmail.com,9134316117
59,Nicholas Bhalla,Male,66,Corporate,Pune,Maharashtra,India,2021-01-15,nicholas59@gmail.com,5623869222
60,Yuvraj Dhar,Male,49,Retail,Kanpur,Uttar Pradesh,India,2020-07-09,yuvraj60@gmail.com,4740748217
61,Ladli Shan,Female,28,Retail,Mumbai,Maharashtra,India,2025-09-26,ladli61@gmail.com,3671369594
62,Aarna Bawa,Female,68,Corporate,Surat,Gujarat,India,2026-04-17,aarna62@gmail.com,4395339421
63,Rajata Deep,Female,62,Online,Kanpur,Uttar Pradesh,India,2019-04-25,rajata63@gmail.com,5623285884
64,Pallavi Contractor,Female,30,Retail,Bengaluru,Karnataka,India,2022-07-13,pallavi64@gmail.com,2368516048
65,Rayaan Prabhu,Male,65,Retail,Chandigarh,Chandigarh,India,2019-06-20,rayaan65@gmail.com,7098593174
66,Anjali Modi,Female,21,Wholesale,Mumbai,Maharashtra,India,2022-09-26,anjali66@gmail.com,1382675869
67,Samar Mammen,Male,50,Retail,Mumbai,Maharashtra,India,2018-10-28,samar67@gmail.com,3773515850
68,Utkarsh Chand,Male,56,Retail,Pune,Maharashtra,India,2024-03-08,utkarsh68@gmail.com,9005329318
69,Nitesh Divan,Male,25,Online,Ghaziabad,Uttar Pradesh,India,2025-04-03,nitesh69@gmail.com,4228421020
70,Abhiram Ghosh,Male,56,Retail,Chandigarh,Chandigarh,India,2020-10-20,abhiram70@gmail.com,2681177589
71,Anthony Verma,Male,60,Wholesale,Kanpur,Uttar Pradesh,India,2021-02-10,anthony71@gmail.com,0076617711
72,Edhitha Maharaj,Female,31,Wholesale,Surat,Gujarat,India,2023-11-09,edhitha72@gmail.com,6984789611
73,Jhalak Sachdev,Female,34,Retail,Ahmedabad,Gujarat,India,2021-06-06,jhalak73@gmail.com,6615654527
74,Upma Char,Female,38,Online,Indore,Madhya Pradesh,India,2024-11-17,upma74@gmail.com,2809885165
75,Patrick Chawla,Male,47,Wholesale,Delhi,Delhi,India,2023-06-18,patrick75@gmail.com,2731585149
76,Kiaan Balakrishnan,Male,52,Retail,Pune,Maharashtra,India,2020-01-30,kiaan76@gmail.com,4550229612
77,Riya Saini,Female,40,Corporate,Bengaluru,Karnataka,India,2022-05-28,riya77@gmail.com,2545991022
78,Timothy Samra,Male,36,Retail,Noida,Uttar Pradesh,India,2022-09-04,timothy78@gmail.com,6438156149
79,Januja Rana,Female,69,Wholesale,Kochi,Kerala,India,2023-08-24,januja79@gmail.com,0343244510
80,Ranveer Walia,Male,37,Online,Bhopal,Madhya Pradesh,India,2024-07-13,ranveer80@gmail.com,8851606071
81,Sathvik Mann,Male,34,Retail,Bengaluru,Karnataka,India,2019-07-11,sathvik81@gmail.com,0529751613
82,Rudra Mukherjee,Male,27,Retail,Bhopal,Madhya Pradesh,India,2024-11-21,rudra82@gmail.com,3521818835
83,Elijah Kunda,Male,31,Wholesale,Lucknow,Uttar Pradesh,India,2020-03-22,elijah83@gmail.com,9212779979
84,Urvi Bir,Female,49,Retail,Patna,Bihar,India,2022-07-14,urvi84@gmail.com,4490581477
85,Balvan Chana,Male,58,Retail,Pune,Maharashtra,India,2023-10-11,balvan85@gmail.com,7980793597
86,Dalaja Oza,Female,18,Retail,Mumbai,Maharashtra,India,2024-08-15,dalaja86@gmail.com,8203778892
87,Samarth Nigam,Male,28,Corporate,Surat,Gujarat,India,2024-04-27,samarth87@gmail.com,5151864492
88,Pushti Mukherjee,Female,18,Retail,Bhopal,Madhya Pradesh,India,2024-02-16,pushti88@gmail.com,2914865281
89,Pratyush More,Male,20,Corporate,Bhopal,Madhya Pradesh,India,2020-01-30,pratyush89@gmail.com,5733221418
90,Dominic Puri,Male,26,Retail,Kanpur,Uttar Pradesh,India,2019-11-10,dominic90@gmail.com,2927065379
91,Nilima Singh,Female,40,Retail,Mumbai,Maharashtra,India,2026-03-27,nilima91@gmail.com,5977468862
92,Atharv Srivastava,Male,40,Corporate,Nagpur,Maharashtra,India,2025-12-24,atharv92@gmail.com,8181412478
93,Varenya Palla,Female,65,Retail,Kochi,Kerala,India,2026-06-17,varenya93@gmail.com,6068536153
94,Elijah Devan,Male,69,Corporate,Hyderabad,Telangana,India,2018-11-15,elijah94@gmail.com,7277901043
95,Dayamai Mani,Female,29,Corporate,Delhi,Delhi,India,2020-07-26,dayamai95@gmail.com,1036971179
96,Eshana Manne,Female,69,Wholesale,Kanpur,Uttar Pradesh,India,2022-03-13,eshana96@gmail.com,9539621851
97,Robert Singhal,Male,28,Corporate,Surat,Gujarat,India,2018-12-01,robert97@gmail.com,5405153195
98,Gagan Shetty,Male,20,Corporate,Ghaziabad,Uttar Pradesh,India,2024-06-17,gagan98@gmail.com,2217043030
99,Warjas Kulkarni,Male,70,Online,Chennai,Tamil Nadu,India,2018-11-09,warjas99@gmail.com,4505415667
100,Yadavi Pillai,Female,70,Corporate,Jaipur,Rajasthan,India,2026-05-29,yadavi100@gmail.com,1616928451
101,Udant Sandhu,Male,19,Wholesale,Ahmedabad,Gujarat,India,2019-12-18,udant101@gmail.com,5705964016
102,Eshana Sarma,Female,35,Corporate,Lucknow,Uttar Pradesh,India,2018-11-04,eshana102@gmail.com,1355690927
103,Ekantika Wagle,Female,59,Retail,Noida,Uttar Pradesh,India,2021-09-01,ekantika103@gmail.com,5431027868
104,Jalsa Mangal,Female,25,Corporate,Delhi,Delhi,India,2024-06-13,jalsa104@gmail.com,3121727155
105,Netra Dugar,Female,55,Online,Hyderabad,Telangana,India,2024-08-07,netra105@gmail.com,5831323705
106,Eiravati Chadha,Female,24,Wholesale,Mumbai,Maharashtra,India,2019-02-08,eiravati106@gmail.com,6786691251
107,Eesha Gopal,Female,45,Wholesale,Lucknow,Uttar Pradesh,India,2025-01-28,eesha107@gmail.com,6801824225
108,Balveer Krishna,Male,54,Retail,Ghaziabad,Uttar Pradesh,India,2020-03-19,balveer108@gmail.com,2498182992
109,Ansh Balakrishnan,Male,18,Retail,Kanpur,Uttar Pradesh,India,2019-03-28,ansh109@gmail.com,9439690784
110,Manthan Setty,Male,45,Retail,Noida,Uttar Pradesh,India,2019-03-02,manthan110@gmail.com,2767735925
111,Reva Varma,Female,38,Wholesale,Kochi,Kerala,India,2023-04-28,reva111@gmail.com,5371473210
112,Jeet Dutta,Male,50,Retail,Jaipur,Rajasthan,India,2025-06-19,jeet112@gmail.com,9532787747
113,Kavya Kale,Female,43,Wholesale,Lucknow,Uttar Pradesh,India,2023-07-05,kavya113@gmail.com,0047974801
114,Saksham Pau,Male,44,Wholesale,Chennai,Tamil Nadu,India,2018-12-06,saksham114@gmail.com,0983584168
115,Eesha Chatterjee,Female,57,Wholesale,Hyderabad,Telangana,India,2021-11-23,eesha115@gmail.com,5852398680
116,Vritti Venkataraman,Female,18,Retail,Bhopal,Madhya Pradesh,India,2022-06-07,vritti116@gmail.com,9825952694
117,Mason Soman,Male,68,Wholesale,Kanpur,Uttar Pradesh,India,2025-06-26,mason117@gmail.com,5516940974
118,Wakeeta Garde,Female,46,Retail,Indore,Madhya Pradesh,India,2023-01-02,wakeeta118@gmail.com,2309130756
119,Zashil Sinha,Male,48,Corporate,Patna,Bihar,India,2025-12-20,zashil119@gmail.com,2838578652
120,Kevin Sule,Male,36,Retail,Pune,Maharashtra,India,2020-03-07,kevin120@gmail.com,4843443757
121,Divya Raghavan,Female,70,Online,Pune,Maharashtra,India,2026-03-02,divya121@gmail.com,5240415747
122,Laban Devan,Male,32,Corporate,Jaipur,Rajasthan,India,2019-06-23,laban122@gmail.com,3083301657
123,Samar Soni,Male,20,Retail,Delhi,Delhi,India,2022-08-10,samar123@gmail.com,4540193802
124,Yachana Grewal,Female,67,Retail,Kochi,Kerala,India,2026-07-06,yachana124@gmail.com,0049915478
125,Madhavi Hans,Female,30,Corporate,Chandigarh,Chandigarh,India,2025-06-04,madhavi125@gmail.com,5274205493
126,Yasti Narang,Female,43,Retail,Kolkata,West Bengal,India,2019-04-14,yasti126@gmail.com,1227530463
127,Abdul Lal,Male,67,Retail,Nagpur,Maharashtra,India,2024-02-08,abdul127@gmail.com,3017426841
128,Imaran Deol,Male,47,Retail,Patna,Bihar,India,2022-08-12,imaran128@gmail.com,7956878339
129,Balvan Choudhury,Male,47,Retail,Nagpur,Maharashtra,India,2019-01-26,balvan129@gmail.com,9822587139
130,Baghyawati Setty,Female,53,Wholesale,Patna,Bihar,India,2019-09-01,baghyawati130@gmail.com,7908740640
131,Udyati Padmanabhan,Female,70,Corporate,Kochi,Kerala,India,2024-07-03,udyati131@gmail.com,8017046226
132,Riya Buch,Female,46,Corporate,Bhopal,Madhya Pradesh,India,2024-05-09,riya132@gmail.com,5128682300
133,Zinal Raghavan,Female,34,Corporate,Indore,Madhya Pradesh,India,2025-07-20,zinal133@gmail.com,3752431069
134,Daksha Bandi,Female,49,Wholesale,Patna,Bihar,India,2022-05-06,daksha134@gmail.com,3067383028
135,Oeshi Khalsa,Female,22,Corporate,Indore,Madhya Pradesh,India,2021-02-10,oeshi135@gmail.com,8364408926
136,Rayaan Vohra,Male,39,Retail,Surat,Gujarat,India,2021-04-04,rayaan136@gmail.com,6246287334
137,Sathvik Wagle,Male,27,Retail,Bengaluru,Karnataka,India,2019-09-08,sathvik137@gmail.com,3435175183
138,Balhaar Guha,Male,22,Retail,Chennai,Tamil Nadu,India,2025-05-22,balhaar138@gmail.com,7354033173
139,Oeshi Mandal,Female,47,Retail,Bhopal,Madhya Pradesh,India,2021-10-13,oeshi139@gmail.com,8544587717
140,Samuel Bath,Male,42,Online,Kanpur,Uttar Pradesh,India,2023-05-01,samuel140@gmail.com,2048996423
141,Zaid Nazareth,Male,42,Retail,Chandigarh,Chandigarh,India,2020-09-25,zaid141@gmail.com,7725228728
142,Arunima Ahuja,Female,66,Retail,Jaipur,Rajasthan,India,2022-01-20,arunima142@gmail.com,3120387509
143,Aarini Wali,Female,65,Corporate,Bhopal,Madhya Pradesh,India,2023-03-28,aarini143@gmail.com,0084840862
144,Jai Handa,Male,32,Retail,Kolkata,West Bengal,India,2023-10-26,jai144@gmail.com,5461567933
145,Tanmayi Raghavan,Female,42,Retail,Delhi,Delhi,India,2021-10-02,tanmayi145@gmail.com,0021765918
146,Lopa Batra,Female,47,Online,Hyderabad,Telangana,India,2026-05-29,lopa146@gmail.com,4890250392
147,Jai Ramachandran,Male,55,Wholesale,Ghaziabad,Uttar Pradesh,India,2024-04-21,jai147@gmail.com,6218501631
148,Nihal Balan,Male,59,Retail,Pune,Maharashtra,India,2023-12-10,nihal148@gmail.com,7735866296
149,Bina Butala,Female,21,Retail,Hyderabad,Telangana,India,2020-10-28,bina149@gmail.com,6265511047
150,Chameli Grover,Female,47,Retail,Chennai,Tamil Nadu,India,2022-03-19,chameli150@gmail.com,8886101581
151,Abha Manne,Female,66,Online,Surat,Gujarat,India,2022-01-24,abha151@gmail.com,1839826224
152,Bhavika Ganesh,Female,23,Retail,Surat,Gujarat,India,2022-03-30,bhavika152@gmail.com,6471543799
153,Max Ahuja,Male,32,Wholesale,Noida,Uttar Pradesh,India,2021-11-29,max153@gmail.com,9657569245
154,Gaurang Rao,Male,33,Retail,Delhi,Delhi,India,2021-04-05,gaurang154@gmail.com,7935646519
155,Agastya Shenoy,Male,27,Retail,Kochi,Kerala,India,2024-07-27,agastya155@gmail.com,7416724342
156,Wakeeta Rattan,Female,54,Online,Nagpur,Maharashtra,India,2023-02-03,wakeeta156@gmail.com,8058911352
157,Oni Sani,Female,67,Retail,Surat,Gujarat,India,2019-06-13,oni157@gmail.com,1438889937
158,Orinder Bakshi,Male,37,Retail,Hyderabad,Telangana,India,2022-08-26,orinder158@gmail.com,4611254573
159,Chanakya Sarma,Male,54,Wholesale,Jaipur,Rajasthan,India,2024-09-08,chanakya159@gmail.com,5140105123
160,Oni Sandhu,Female,63,Retail,Ghaziabad,Uttar Pradesh,India,2022-06-23,oni160@gmail.com,6226609379
161,Harshil Mallick,Male,62,Corporate,Nagpur,Maharashtra,India,2024-12-11,harshil161@gmail.com,9182553714
162,Rohan Comar,Male,68,Retail,Chandigarh,Chandigarh,India,2021-07-03,rohan162@gmail.com,7924991251
163,Ridhi Dhaliwal,Female,22,Retail,Noida,Uttar Pradesh,India,2022-11-22,ridhi163@gmail.com,6929662782
164,Ekiya Grover,Female,44,Corporate,Delhi,Delhi,India,2021-03-22,ekiya164@gmail.com,9050723688
165,Tristan Suresh,Male,41,Wholesale,Kanpur,Uttar Pradesh,India,2019-12-20,tristan165@gmail.com,9034043842
166,Deepa Loyal,Female,45,Retail,Bengaluru,Karnataka,India,2025-02-20,deepa166@gmail.com,8078361340
167,Urvashi Dalal,Female,69,Online,Kochi,Kerala,India,2025-02-21,urvashi167@gmail.com,3959629233
168,Hamsini Naik,Female,45,Corporate,Indore,Madhya Pradesh,India,2024-07-14,hamsini168@gmail.com,4948126042
169,Krishna Ramaswamy,Female,33,Corporate,Lucknow,Uttar Pradesh,India,2022-09-16,krishna169@gmail.com,9466711684
170,Aarav Chander,Male,46,Retail,Surat,Gujarat,India,2024-10-05,aarav170@gmail.com,5186363745
171,Watika Oza,Female,57,Wholesale,Chandigarh,Chandigarh,India,2026-02-25,watika171@gmail.com,0170127706
172,Mahika Chander,Female,49,Corporate,Delhi,Delhi,India,2024-02-11,mahika172@gmail.com,4152064361
173,Balvan Deo,Male,31,Retail,Kolkata,West Bengal,India,2023-08-06,balvan173@gmail.com,8700516271
174,Dalaja Munshi,Female,35,Corporate,Lucknow,Uttar Pradesh,India,2021-09-02,dalaja174@gmail.com,2622189092
175,Tripti Savant,Female,18,Retail,Bhopal,Madhya Pradesh,India,2025-11-10,tripti175@gmail.com,1121965652
176,Lucky Bala,Male,33,Corporate,Pune,Maharashtra,India,2025-10-04,lucky176@gmail.com,3898364037
177,Bimala Wable,Female,66,Retail,Bhopal,Madhya Pradesh,India,2026-02-08,bimala177@gmail.com,5526965827
178,Advika Lala,Female,46,Corporate,Kolkata,West Bengal,India,2020-05-19,advika178@gmail.com,0684866618
179,Benjamin Mukherjee,Male,32,Retail,Jaipur,Rajasthan,India,2019-03-21,benjamin179@gmail.com,2856914630
180,Utkarsh Bhakta,Male,60,Wholesale,Jaipur,Rajasthan,India,2021-03-05,utkarsh180@gmail.com,1020275884
181,Dhriti Balan,Female,51,Retail,Bhopal,Madhya Pradesh,India,2021-05-24,dhriti181@gmail.com,4814917785
182,Raksha Dugar,Female,62,Retail,Noida,Uttar Pradesh,India,2020-09-18,raksha182@gmail.com,9138000307
183,Anita Saini,Female,32,Retail,Surat,Gujarat,India,2020-06-15,anita183@gmail.com,3654195180
184,Sai Biswas,Male,25,Corporate,Lucknow,Uttar Pradesh,India,2026-01-02,sai184@gmail.com,4451870534
185,Vincent Pillay,Male,31,Corporate,Chennai,Tamil Nadu,India,2023-07-31,vincent185@gmail.com,3832060385
186,Nikita Chawla,Female,66,Retail,Chandigarh,Chandigarh,India,2020-04-16,nikita186@gmail.com,6702410386
187,Yashawini Deol,Female,30,Retail,Nagpur,Maharashtra,India,2023-12-19,yashawini187@gmail.com,1990623445
188,Madhavi Kaur,Female,37,Retail,Hyderabad,Telangana,India,2019-03-08,madhavi188@gmail.com,2912127756
189,Upkaar Morar,Male,20,Online,Surat,Gujarat,India,2022-06-27,upkaar189@gmail.com,1124903521
190,Netra Lad,Female,58,Corporate,Bengaluru,Karnataka,India,2025-07-09,netra190@gmail.com,0678831712
191,Eiravati Hora,Female,18,Wholesale,Nagpur,Maharashtra,India,2025-07-21,eiravati191@gmail.com,5199410137
192,Anvi Shenoy,Female,46,Retail,Kolkata,West Bengal,India,2018-12-23,anvi192@gmail.com,9667066253
193,Falan Banerjee,Male,48,Retail,Surat,Gujarat,India,2023-10-08,falan193@gmail.com,4768701462
194,Aditya Raja,Male,49,Retail,Ghaziabad,Uttar Pradesh,India,2025-03-13,aditya194@gmail.com,7875985642
195,Alexander Mand,Male,27,Corporate,Bengaluru,Karnataka,India,2019-01-17,alexander195@gmail.com,8593213348
196,Raagini Ghose,Female,33,Retail,Pune,Maharashtra,India,2020-01-17,raagini196@gmail.com,9559059929
197,Harita Swaminathan,Female,56,Corporate,Kochi,Kerala,India,2018-11-13,harita197@gmail.com,0393087059
198,Neel Bhargava,Male,42,Retail,Patna,Bihar,India,2018-09-25,neel198@gmail.com,9218515691
199,Gaurangi Sarkar,Female,55,Online,Jaipur,Rajasthan,India,2025-04-13,gaurangi199@gmail.com,5289539264
200,Shivani Bali,Female,57,Retail,Chandigarh,Chandigarh,India,2020-02-04,shivani200@gmail.com,9391725135
201,Udant Apte,Male,58,Retail,Chennai,Tamil Nadu,India,2020-10-19,udant201@gmail.com,3154100676
202,Parth Prashad,Male,33,Retail,Hyderabad,Telangana,India,2019-05-30,parth202@gmail.com,9327104054
203,Raghav Dyal,Male,18,Retail,Hyderabad,Telangana,India,2024-10-09,raghav203@gmail.com,8159970629
204,Oni Jha,Female,20,Retail,Jaipur,Rajasthan,India,2020-02-29,oni204@gmail.com,8844431069
205,Radha Aggarwal,Female,22,Wholesale,Indore,Madhya Pradesh,India,2022-03-08,radha205@gmail.com,4973103241
206,Vrishti Suresh,Female,60,Corporate,Chandigarh,Chandigarh,India,2026-02-27,vrishti206@gmail.com,1862565270
207,Isaiah Luthra,Male,25,Retail,Kanpur,Uttar Pradesh,India,2023-05-07,isaiah207@gmail.com,2115869380
208,Jacob Soni,Male,70,Retail,Surat,Gujarat,India,2021-02-01,jacob208@gmail.com,6089899217
209,Dev Basak,Male,68,Retail,Hyderabad,Telangana,India,2022-02-23,dev209@gmail.com,6329451168
210,Yoshita Shanker,Female,25,Retail,Indore,Madhya Pradesh,India,2026-05-07,yoshita210@gmail.com,9986162299
211,Mekhala Wason,Female,35,Retail,Ghaziabad,Uttar Pradesh,India,2026-01-12,mekhala211@gmail.com,6467997024
212,Anjali Randhawa,Female,23,Wholesale,Indore,Madhya Pradesh,India,2026-02-10,anjali212@gmail.com,3074505444
213,Netra Savant,Female,56,Retail,Lucknow,Uttar Pradesh,India,2025-02-16,netra213@gmail.com,4691373678
214,Bachittar Mukhopadhyay,Male,61,Corporate,Ahmedabad,Gujarat,India,2024-07-31,bachittar214@gmail.com,2890233030
215,Laksh Pillay,Male,54,Retail,Surat,Gujarat,India,2025-07-20,laksh215@gmail.com,8610357972
216,Orinder Gade,Male,51,Wholesale,Kolkata,West Bengal,India,2025-09-02,orinder216@gmail.com,1406029333
217,Aarna Som,Female,55,Retail,Hyderabad,Telangana,India,2026-04-19,aarna217@gmail.com,2903494466
218,Vidhi Mittal,Female,48,Retail,Pune,Maharashtra,India,2024-04-21,vidhi218@gmail.com,9108589944
219,Manya Nair,Female,60,Retail,Lucknow,Uttar Pradesh,India,2025-11-15,manya219@gmail.com,4432830965
220,Kai Sahota,Male,44,Wholesale,Lucknow,Uttar Pradesh,India,2021-12-27,kai220@gmail.com,0993538758
221,Nandini Chatterjee,Female,70,Corporate,Ghaziabad,Uttar Pradesh,India,2022-07-20,nandini221@gmail.com,4825135346
222,Vincent Dalal,Male,23,Retail,Indore,Madhya Pradesh,India,2022-07-19,vincent222@gmail.com,9991738168
223,Ekantika Iyer,Female,67,Retail,Nagpur,Maharashtra,India,2021-06-17,ekantika223@gmail.com,9725217525
224,Henry Ganguly,Male,47,Retail,Bhopal,Madhya Pradesh,India,2023-06-13,henry224@gmail.com,7129666676
225,Rachit Atwal,Male,41,Wholesale,Patna,Bihar,India,2026-02-18,rachit225@gmail.com,8300335421
226,Geetika Bhattacharyya,Female,66,Retail,Indore,Madhya Pradesh,India,2025-07-21,geetika226@gmail.com,4478985625
227,Tamanna Bahl,Female,26,Online,Bhopal,Madhya Pradesh,India,2020-06-27,tamanna227@gmail.com,2309821506
228,Arunima Chokshi,Female,25,Retail,Kolkata,West Bengal,India,2024-02-08,arunima228@gmail.com,0167618472
229,Chandresh Venkatesh,Male,37,Wholesale,Hyderabad,Telangana,India,2020-11-03,chandresh229@gmail.com,6189141173
230,Rachita Rout,Female,32,Online,Pune,Maharashtra,India,2021-01-21,rachita230@gmail.com,0873753001
231,Chakradev Vaidya,Male,25,Wholesale,Indore,Madhya Pradesh,India,2019-03-09,chakradev231@gmail.com,4374470120
232,Dalbir Chandran,Male,63,Retail,Kolkata,West Bengal,India,2025-10-14,dalbir232@gmail.com,0225579415
233,Sudiksha Shan,Female,48,Online,Kanpur,Uttar Pradesh,India,2020-11-09,sudiksha233@gmail.com,7621202169
234,Ranveer Parmer,Male,53,Retail,Indore,Madhya Pradesh,India,2023-09-30,ranveer234@gmail.com,2771670145
235,Omkaar Venkataraman,Male,50,Corporate,Kochi,Kerala,India,2022-12-30,omkaar235@gmail.com,6375628900
236,Fitan Borde,Male,35,Corporate,Pune,Maharashtra,India,2024-12-08,fitan236@gmail.com,5354083866
